"subcluster"	"genotype"	"cluster_corrected"	"cluster"
"MPNAML13PL61_15H"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_15P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_17C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_17D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_17I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_17J"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_17L"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_19J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_19L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_21B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_21C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_21J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_23I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_23J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_23L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_23P"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_3A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_3B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_3D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_3H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_3J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_5F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_5J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_5L"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_7B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_7D"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_7E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_7P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_9B"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_9C"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_9F"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL61_9O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_11I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_11K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_11N"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_13A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_13C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_13E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_13O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_15I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_15K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_15P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_17C"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_17I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_19G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_19N"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_23E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_7I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL70_9P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_11P"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_13G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_13I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_13K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_17A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_17J"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_17O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_19A"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_3E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_5C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_5D"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_5K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_7G"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_7K"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL90_9H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_11L"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_13E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_13O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_15M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_17E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1B"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1C"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1H"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1K"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_1N"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_3D"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_3F"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_3I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_3O"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_3P"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_5F"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_5J"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_5O"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_7D"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_7E"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_7H"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_7I"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_7N"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_9A"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_9I"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_9L"	"patient.1.1.1.2"	NA	"cluster1"	"patient.1.1.1.2"
"MPNAML21PL92_9M"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.1.2"
"MPNAML13PL58_13D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_11D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_17F"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_17K"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_21I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_21M"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_21O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_23O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_7N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL58_9J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_11C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_11H"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_11L"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_11M"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_11N"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_13C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_13D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_13F"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_13N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_13O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15F"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15M"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_15P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17H"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17K"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_17O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19F"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19H"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19K"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_19N"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_21P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_23B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_23D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_23N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_3A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_3B"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_3L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_3O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_3P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_7J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_7K"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_7L"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_7N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9H"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9N"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL59_9P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_11A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_11N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_13I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_13M"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_3L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_5B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL60_9E"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_13E"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_13G"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_17G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_3G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_3I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL61_5B"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_11G"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_13D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_13G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_15F"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_15O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_19D"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_21P"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_23D"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML13PL70_9A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL90_11L"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL90_11N"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_11I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_11J"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_13I"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_13M"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_15G"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_19A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_5A"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_5B"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_5H"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_7K"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_7L"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL92_9J"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL93_15I"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL93_5L"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL93_7O"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL94_21C"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL94_3M"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL94_5K"	"patient.1.1.2.2"	NA	"cluster2"	"patient.1.1.2.2"
"MPNAML21PL90_11B"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML13PL59_15A"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_11D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_11F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_15D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_17E"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_17F"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_23D"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_23G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL90_5J"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL92_13C"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL92_7B"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_11F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_11H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_11K"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_13J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_15E"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_15O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_17D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_17F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_17I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_17J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_17P"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_19D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_19F"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_19H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_19I"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
