"subcluster"	"genotype"	"cluster_corrected"	"cluster"
"MPNAML13PL66_3E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_5E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_5M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_7A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_7E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_7H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_7I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_9C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL66_9E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_11E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_11K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_13A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_15A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_15O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_3F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_5C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_7C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_7O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_9E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL71_9I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_11O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_13F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_13I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_13K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_13N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_15C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_15F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_15J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_15K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_15N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17E"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_17P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_19C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_19D"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_19G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_19J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_1G"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_1I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_1J"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_1L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_3A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_3I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_3K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_3L"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_3M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_5A"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_5C"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_5I"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_5N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_5O"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_7F"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_7H"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_7K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_7M"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_7P"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_9K"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
"MPNAML13PL72_9N"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"cluster1"	"patient.1.1.2.1"
